BKNG_ID,HOME_STATE,NATIONALITY,HOME_COUNTRY,AGE,NBR_CRUISES,GROUP_TYPE,BKNG_STATUS,BKNG_OPEN_DATE,BKNG_CANCEL_DATE,CURRENCY_CODE,AIR_FLAG,BKNG_SOURCE,BKNG_TYPE,GENDER,DINING_TIME_CODE,DINING_TIME_CONF_FLAG,INSURANCE_PYMT_DATE,META,NET_TKT_REV,SAIL_DATE
1090,CA,US,US,37,0,,B,7/1/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,129.65,7/28/2012
1091,,US,,0,0,K,C,5/16/2011,9/12/2011,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,I,129.29,7/28/2012
1092,,US,,35,0,,C,9/30/2011,10/5/2011,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,259.33,7/28/2012
1093,FL,US,US,81,5,,B,6/28/2012,12/31/1900,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,V,129.65,7/28/2012
1094,TX,US,US,63,0,,C,5/15/2012,5/16/2012,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,261.4,7/28/2012
1095,NE,US,US,45,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,F,105.53,7/28/2012
1096,IL,US,US,54,1,I,B,3/8/2011,12/31/1900,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,O,161.35,7/28/2012
1097,,CA,,52,0,,C,7/13/2012,7/14/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,F,70.18,7/28/2012
1098,N/A,NZ,NZ,70,1,,B,2/16/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,232.33,7/28/2012
1099,AZ,US,US,66,0,,B,7/2/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,213.65,7/28/2012
1100,SD,US,US,50,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,F,97.96,7/28/2012
1101,,US,,0,0,G,C,1/23/2012,1/23/2012,USD,N,DIRECT,GROUP,F,P,Y,12/31/1900,V,0,7/28/2012
1102,TX,US,US,54,0,G,C,4/16/2012,4/26/2012,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,232.27,7/28/2012
1103,VA,US,US,47,0,,B,6/25/2012,12/31/1900,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,D,333.65,7/28/2012
1104,TX,US,US,60,0,Q,B,7/6/2011,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,250.18,7/28/2012
1105,,US,,57,0,K,C,5/27/2011,9/19/2011,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,O,176.32,7/28/2012
1106,CA,US,US,72,0,,B,7/19/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,7/20/2012,V,147.11,7/28/2012
1107,,US,,50,0,,C,3/28/2012,4/9/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,S,276.45,7/28/2012
1108,,US,,18,0,,C,7/3/2012,7/3/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,0,7/28/2012
1109,SH,JP,CN,39,0,,B,5/23/2012,12/31/1900,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,S,226.97,7/28/2012
1110,ND,US,US,28,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,140.61,7/28/2012
1111,,US,,,0,,C,3/5/2012,6/29/2012,USD,,DIRECT,FIT,,P,Y,12/31/1900,V,297.11,7/28/2012
1112,WA,US,US,17,0,,B,7/11/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,136.2,7/28/2012
1113,MN,US,US,31,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,F,153.99,7/28/2012
1114,MT,US,US,57,0,,B,5/17/2011,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,297.11,7/28/2012
1115,,US,,11,0,,C,7/20/2012,7/21/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,129.65,7/28/2012
1116,,DE,,0,0,,C,1/20/2011,1/20/2011,EUR,N,AGENCY,FIT,M,P,Y,12/31/1900,O,0,7/28/2012
1117,TX,US,US,49,1,,C,2/14/2012,2/19/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,297.65,7/28/2012
1118,,US,,55,0,,C,4/24/2012,5/4/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,259.28,7/28/2012
1119,FL,US,US,13,0,,B,7/23/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,129.65,7/28/2012
1120,CA,US,US,68,2,,B,7/13/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,7/13/2012,V,147.11,7/28/2012
1121,WAU,AU,AU,62,0,G,B,9/27/2011,12/31/1900,AUD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,302.89,7/28/2012
1122,,US,,37,0,,C,6/27/2012,6/29/2012,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,V,129.65,7/28/2012
1123,CA,US,US,63,0,G,B,1/11/2012,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,234.08,7/28/2012
1124,ON,CA,CA,51,2,,B,7/24/2012,12/31/1900,CAD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,133.02,7/28/2012
1125,MN,US,US,0,0,G,B,10/18/2011,12/31/1900,USD,N,AGENCY,GROUP,F,1,Y,12/31/1900,I,127.82,7/28/2012
1126,ACT,AU,AU,66,0,G,B,2/28/2012,12/31/1900,AUD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,252.26,7/28/2012
1127,,US,,52,0,,C,7/15/2012,7/16/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,147.11,7/28/2012
1128,CO,US,US,14,0,,C,6/10/2012,6/13/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,237.65,7/28/2012
1129,OR,US,US,69,0,,B,7/18/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
1130,IA,US,US,42,0,I,B,8/3/2011,12/31/1900,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,V,241.28,7/28/2012
1131,WA,US,US,63,1,Q,B,11/1/2011,12/31/1900,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,V,231.93,7/28/2012
1132,,US,,54,0,G,C,6/13/2012,6/18/2012,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,248.55,7/28/2012
1133,OR,US,US,59,0,,C,7/9/2012,7/10/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,147.11,7/28/2012
1134,WA,US,US,57,0,,B,1/26/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,244.65,7/28/2012
1135,IA,US,US,65,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,-23.02,7/28/2012
1136,WA,US,US,32,0,G,B,12/9/2011,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,229.13,7/28/2012
1137,,US,,0,0,G,C,11/1/2011,4/13/2012,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,D,423.73,7/28/2012
1138,,US,,0,0,K,C,5/16/2011,9/12/2011,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,I,129.29,7/28/2012
1139,MO,US,US,85,0,,C,1/17/2012,1/18/2012,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,318.54,7/28/2012
1140,WI,US,US,22,0,,B,6/6/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,105.65,7/28/2012
1141,ID,US,US,58,0,,B,5/29/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,189.65,7/28/2012
1142,,CA,,0,0,,C,5/19/2012,5/24/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,237.65,7/28/2012
1143,WA,US,US,63,1,Q,C,10/31/2011,11/1/2011,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,237.43,7/28/2012
1144,,US,,36,0,G,B,1/12/2012,12/31/1900,USD,N,DIRECT,GROUP,F,P,Y,5/10/2012,D,479.25,7/28/2012
1145,IL,US,US,51,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,138.66,7/28/2012
1146,ON,CA,CA,59,0,G,B,11/1/2011,12/31/1900,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,V,214.22,7/28/2012
1147,FL,US,US,65,0,G,B,8/27/2011,12/31/1900,USD,N,AGENCY,GROUP,F,P,Y,4/30/2012,V,231.93,7/28/2012
1148,CA,US,US,46,0,Q,B,3/24/2012,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,5/7/2012,V,224.31,7/28/2012
1149,UT,US,US,53,1,,B,7/28/2011,12/31/1900,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,S,259.51,7/28/2012
1150,SC,US,US,52,0,G,C,1/23/2012,5/7/2012,USD,N,DIRECT,GROUP,M,P,Y,12/31/1900,V,276.83,7/28/2012
1151,CA,US,US,0,0,,C,6/13/2012,6/14/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,D,961.25,7/28/2012
1152,IL,US,US,53,3,,C,6/17/2012,6/18/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,147.11,7/28/2012
1153,,US,,,0,I,B,3/8/2011,12/31/1900,USD,,AGENCY,GROUP,,1,Y,12/31/1900,V,102.72,7/28/2012
1154,MN,US,US,45,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,141,7/28/2012
1155,TX,US,US,57,0,F,B,2/13/2012,12/31/1900,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,I,162.08,7/28/2012
1156,,GB,,0,0,,C,1/20/2011,1/20/2011,GBP,N,AGENCY,FIT,M,P,Y,12/31/1900,I,0,7/28/2012
1157,NE,US,US,53,0,I,B,1/16/2012,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,135.61,7/28/2012
1158,NE,US,US,49,1,I,B,8/3/2011,12/31/1900,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,V,237.99,7/28/2012
1159,UT,US,US,58,0,G,B,1/3/2012,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,236.45,7/28/2012
1160,,US,,0,0,I,C,1/16/2012,4/11/2012,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,I,121.85,7/28/2012
1161,IA,US,US,54,0,I,B,9/9/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,V,202.72,7/28/2012
1162,OH,US,US,55,0,,B,7/17/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,136.2,7/28/2012
1163,AZ,US,US,61,0,,B,4/3/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,297.65,7/28/2012
1164,WA,US,US,74,0,,C,7/20/2012,7/21/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,105.65,7/28/2012
1165,IN,US,US,66,0,,B,10/13/2011,12/31/1900,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,S,283.51,7/28/2012
1166,FL,US,US,43,1,,B,7/4/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,147.11,7/28/2012
1167,IA,US,US,55,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,128.33,7/28/2012
1168,WA,US,US,56,0,,B,7/9/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
1169,,US,,0,0,,C,6/5/2012,6/8/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,259.28,7/28/2012
1170,TN,US,US,59,0,G,B,5/10/2012,12/31/1900,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,I,127.83,7/28/2012
1171,,US,,0,0,K,C,7/7/2011,9/19/2011,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,V,240.75,7/28/2012
1172,WA,US,US,55,0,Q,B,11/3/2011,12/31/1900,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,O,183.93,7/28/2012
1173,TX,US,US,56,0,,B,9/23/2011,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,247.51,7/28/2012
1174,SD,US,US,36,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,O,171.93,7/28/2012
1175,IL,US,US,71,0,I,B,9/9/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,V,219.95,7/28/2012
1176,TX,US,US,56,1,,B,7/7/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
1177,NE,US,US,38,0,I,B,9/9/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,103.68,7/28/2012
1178,,US,,,0,I,B,5/12/2011,12/31/1900,USD,,AGENCY,GROUP,,1,Y,12/31/1900,I,69.81,7/28/2012
1179,IL,US,US,50,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,F,108.12,7/28/2012
1180,UT,US,US,54,1,,B,7/28/2011,12/31/1900,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,S,259.51,7/28/2012
1181,MO,US,US,42,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,158.63,7/28/2012
1182,AZ,US,US,48,0,,B,12/2/2011,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,D,296.51,7/28/2012
1183,,US,,0,0,,C,1/4/2012,1/11/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,240.98,7/28/2012
1184,WA,US,US,56,0,G,B,12/9/2011,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,229.13,7/28/2012
1185,WA,NL,AU,73,0,G,B,10/31/2011,12/31/1900,AUD,N,AGENCY,GROUP,F,P,Y,12/31/1900,O,243.89,7/28/2012
1186,,CA,,52,0,,C,6/28/2012,6/29/2012,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,V,129.65,7/28/2012
1187,NC,US,US,80,9,,C,1/25/2012,1/30/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,80.46,7/28/2012
1188,WA,US,US,57,1,Q,C,2/17/2012,2/17/2012,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,0,7/28/2012
1189,TN,US,US,80,0,,B,7/10/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,129.65,7/28/2012
1190,WA,US,US,29,0,,B,6/20/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,147.11,7/28/2012
1191,CO,US,US,34,0,,B,4/8/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,261.4,7/28/2012
1192,TX,US,US,68,1,,C,5/27/2012,5/30/2012,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,D,518.54,7/28/2012
1193,SD,US,US,54,0,I,B,1/3/2012,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,132.54,7/28/2012
1194,,US,,11,0,,C,12/2/2011,12/12/2011,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,S,316.3,7/28/2012
1195,AZ,US,US,47,4,,C,3/28/2012,3/29/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,S,318.54,7/28/2012
1196,SD,US,US,19,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,92.33,7/28/2012
1197,IA,US,US,57,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,F,98.53,7/28/2012
1198,,US,,0,0,,C,6/18/2012,6/20/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
1199,TX,US,US,58,0,,C,5/18/2012,5/19/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,201.65,7/28/2012
1200,,AU,,63,0,,C,5/19/2011,5/30/2011,AUD,N,AGENCY,FIT,M,P,Y,12/31/1900,S,381.54,7/28/2012
1201,PA,US,US,49,0,G,B,1/30/2012,12/31/1900,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,I,129.96,7/28/2012
1202,NJ,US,US,85,0,G,B,11/28/2011,12/31/1900,USD,N,AGENCY,GROUP,F,1,Y,12/31/1900,D,350.79,7/28/2012
1203,MT,US,US,61,0,F,B,12/26/2011,12/31/1900,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,I,145.28,7/28/2012
1204,AL,US,US,64,2,,B,7/2/2012,12/31/1900,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,V,129.65,7/28/2012
1205,,US,,0,0,Q,C,11/21/2011,12/1/2011,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,226.05,7/28/2012
1206,IL,US,US,58,0,I,B,1/3/2012,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,113.2,7/28/2012
1207,SD,US,US,55,0,I,B,12/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,V,250.88,7/28/2012
1208,CA,US,US,21,3,,C,6/28/2012,6/28/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,0,7/28/2012
1209,,US,,0,0,K,C,6/2/2011,9/19/2011,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,V,223.18,7/28/2012
1210,,US,,52,0,,C,2/17/2012,2/22/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,244.93,7/28/2012
1211,MN,US,US,59,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,173.18,7/28/2012
1212,IN,US,US,32,0,,B,7/21/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,105.65,7/28/2012
1213,,US,,0,0,K,C,6/6/2011,9/19/2011,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,S,270.03,7/28/2012
1214,KS,US,US,64,0,,B,1/12/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,1/12/2012,V,205.68,7/28/2012
1215,CA,US,US,30,0,G,B,1/11/2012,12/31/1900,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,234.08,7/28/2012
1216,IA,US,US,58,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,F,117.32,7/28/2012
1217,,US,,0,0,,C,7/6/2012,7/7/2012,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,147.11,7/28/2012
1218,MN,US,US,59,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,F,153.99,7/28/2012
1219,FL,US,US,64,3,G,B,3/16/2011,12/31/1900,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,S,279.93,7/28/2012
1220,UT,US,US,59,0,G,B,1/3/2012,12/31/1900,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,236.45,7/28/2012
1221,,US,,0,0,,C,7/20/2012,7/20/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,O,0,7/28/2012
1222,IL,US,US,45,0,G,B,1/12/2012,12/31/1900,USD,N,AGENCY,GROUP,F,1,Y,12/31/1900,I,129.96,7/28/2012
1223,OK,US,US,44,1,,C,10/31/2011,11/5/2011,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,166.12,7/28/2012
1224,,US,,0,0,Q,C,11/21/2011,12/1/2011,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,226.05,7/28/2012
1225,AZ,US,US,66,5,G,B,9/26/2011,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,229.31,7/28/2012
1226,IA,US,US,49,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,93.25,7/28/2012
1227,CA,US,US,70,0,,B,5/23/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,S,249.65,7/28/2012
1228,NE,US,US,28,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,94.61,7/28/2012
1229,CA,US,US,56,9,,B,6/24/2012,12/31/1900,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,V,102.88,7/28/2012
1230,,CA,,21,0,,C,1/27/2012,2/15/2012,USD,N,AGENCY,FIT,M,1,Y,12/31/1900,I,176.45,7/28/2012
1231,CA,US,US,50,0,,B,7/6/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,D,204.11,7/28/2012
1232,OR,US,US,59,0,,B,6/21/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,147.11,7/28/2012
1233,PA,US,US,35,1,G,B,11/28/2011,12/31/1900,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,D,368.79,7/28/2012
1234,,US,,0,0,G,C,12/2/2011,12/7/2011,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,I,127.39,7/28/2012
1235,,US,,70,0,,C,3/22/2012,3/27/2012,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,V,267.65,7/28/2012
1236,CA,US,US,78,0,G,B,11/2/2011,12/31/1900,USD,N,DIRECT,GROUP,F,P,Y,5/2/2012,S,327.11,7/28/2012
1237,NC,US,US,65,0,,B,6/4/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,F,160.53,7/28/2012
1238,,US,,0,0,K,C,6/27/2011,9/19/2011,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,I,136.46,7/28/2012
1239,NE,US,US,43,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,O,126.79,7/28/2012
1240,AB,CA,CA,43,0,G,B,2/17/2012,12/31/1900,USD,N,AGENCY,GROUP,F,1,Y,12/31/1900,V,346.23,7/28/2012
1241,MN,US,US,59,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,O,33.8,7/28/2012
1242,NY,US,US,69,0,,B,2/1/2012,12/31/1900,USD,N,DIRECT,FIT,M,2,Y,2/1/2012,V,289.97,7/28/2012
1243,MS,US,US,0,0,,C,12/3/2011,12/9/2011,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,275.68,7/28/2012
1244,NC,US,US,41,0,,B,7/10/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,129.65,7/28/2012
1245,VIC,AU,AU,70,0,G,B,3/26/2012,12/31/1900,AUD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,246.03,7/28/2012
1246,IL,US,US,26,0,G,B,3/7/2012,12/31/1900,USD,N,AGENCY,GROUP,F,1,Y,12/31/1900,I,126.36,7/28/2012
1247,MO,US,US,87,1,,B,6/29/2012,12/31/1900,USD,Y,DIRECT,FIT,F,P,Y,6/29/2012,S,192.05,7/28/2012
1248,WA,US,US,72,0,,C,7/20/2012,7/21/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,105.65,7/28/2012
1249,TX,US,US,55,0,I,B,8/3/2011,12/31/1900,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,V,241.28,7/28/2012
1250,WA,US,US,46,0,,C,7/20/2012,7/21/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,105.65,7/28/2012
1251,,US,,83,0,,C,7/16/2012,7/17/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,130.74,7/28/2012
1252,GWYNEDD,GB,GB,29,0,,B,8/30/2011,12/31/1900,GBP,N,AGENCY,FIT,F,P,Y,12/31/1900,V,238.24,7/28/2012
1253,UT,US,US,34,0,,B,6/21/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,105.65,7/28/2012
1254,,US,,70,0,,C,3/22/2012,3/22/2012,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,S,0,7/28/2012
1255,,US,,35,0,,B,1/12/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,243.56,7/28/2012
1256,MN,US,US,50,0,,B,3/14/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,S,300.74,7/28/2012
1257,WA,US,US,29,0,Q,B,11/3/2011,12/31/1900,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,I,139.53,7/28/2012
1258,FL,US,US,56,0,G,C,8/27/2011,9/1/2011,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,232.66,7/28/2012
1259,IA,US,US,55,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,32.44,7/28/2012
1260,IL,US,US,43,0,G,B,1/25/2012,12/31/1900,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,V,246.08,7/28/2012
1261,,US,,62,0,,C,6/28/2012,6/29/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,131.18,7/28/2012
1262,,US,,38,0,I,C,3/8/2011,7/2/2012,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,O,109.53,7/28/2012
1263,OR,US,US,12,0,G,B,12/1/2011,12/31/1900,USD,N,AGENCY,GROUP,F,P,Y,5/1/2012,V,229.31,7/28/2012
1264,,CA,,0,0,,C,12/22/2011,12/27/2011,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,156.08,7/28/2012
1265,OH,US,US,58,0,G,B,9/23/2011,12/31/1900,USD,N,DIRECT,GROUP,F,P,Y,5/11/2012,I,159.97,7/28/2012
1266,NM,US,US,60,4,,B,6/22/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
1267,,US,,53,0,,C,10/27/2011,11/1/2011,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,141.96,7/28/2012
1268,IL,US,US,46,0,G,B,1/25/2012,12/31/1900,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,V,246.08,7/28/2012
1269,TX,US,US,75,0,G,B,4/25/2012,12/31/1900,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,D,404.51,7/28/2012
1270,TX,US,US,50,0,,B,7/3/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,130.74,7/28/2012
1271,,CA,,26,0,,C,6/28/2012,6/29/2012,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,V,129.65,7/28/2012
1272,WA,US,US,74,0,,C,7/20/2012,7/21/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,105.65,7/28/2012
1273,MN,US,US,54,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,F,79.89,7/28/2012
1274,NH,US,US,67,0,,B,12/20/2011,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/21/2011,V,253.44,7/28/2012
1275,IA,US,US,40,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,160.77,7/28/2012
1276,,US,,0,0,,C,6/12/2012,6/12/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,0,7/28/2012
